stars,,ellipticals,,spirals,,LIRGs,,qsos/seyferts,
-0.025144726026199216,0.300522354559817,1.0107467454862387,0.304166010808542,4.303099876990165,0.45306402341267793,3.378758941532434,-0.06530073281214488,3.9696871119506087,0.615589310387044
0.006372900525269731,0.3828689857809957,1.0619218974995777,0.30072275565349704,4.316162384641842,0.4035649532737522,3.205685269718011,0.011033865598638393,3.8420133969952954,0.5763835691507659
0.07002757519049041,0.43544694545009355,,,4.303646425427473,0.35413875625980173,3.0453643947741225,0.09392704525712547,3.6822937253324475,0.5504589549410897
0.1208930164226878,0.4880613416816786,,,4.291148684494347,0.3014150503407551,2.936109362156112,0.19316202319114328,3.4905098786808213,0.5411129766631109
0.22929178982224796,0.543809282287167,,,4.240246806699663,0.25539567191936197,2.813901131573884,0.32211101783351115,3.304974902495759,0.5581288513446552
0.33140525619275785,0.5797903877433233,,,4.202061289213029,0.22252989255586453,2.7109131877036803,0.44441033982195677,3.0746411727326257,0.581867271805097
0.4400044306859985,0.5992657303927569,,,4.1254716348648355,0.19636844069002146,2.6334308375745494,0.5798268243058109,2.9017679020118803,0.6219292722598255
,,,,4.0233946050568115,0.15379231742367283,2.6008565507109505,0.6887357095801923,2.7288217581661622,0.6751813083349365
,,,,3.9277304102465442,0.10790046697098532,2.587520768840618,0.7876974132955561,2.639169596166291,0.6985189266080187
,,,,3.8064148754452547,0.0752715252636551,2.567280258378951,0.9790075846348478,2.5431045991686623,0.7251722720674403
,,,,3.704319627355987,0.03599291090240264,2.572891489001988,1.1207822492727266,2.4979961348094517,0.7879524692329669
,,,,3.6021150695792588,0.016499349971725863,2.623319691484338,1.2525368592266122,2.433649165456972,0.8606798479575124
,,,,3.461597466347192,-0.012777427986778278,2.7185102109822714,1.384163941211793,,
,,,,3.28914321609505,-0.0485581323492541,2.8010936798596178,1.482852370708502,2.407815642653514,0.9069178457538292
,,,,3.154983793017006,-0.07125811077880861,2.8838593315493983,1.5485657111542528,2.3499361631425226,0.9664369705767473
,,,,2.995173029947939,-0.08069518046300761,3.049445289772694,1.6700998653304655,2.311094787531118,1.0522815117967017
,,,,2.8034074015775565,-0.09333866764608167,3.19622998175257,1.7224409873433961,2.304299368627245,1.1248449259900548
,,,,2.675515067247319,-0.09297430202120882,3.4134283307390496,1.7613916726422634,2.303752820189936,1.223770193142931
,,,,2.5092914691804977,-0.09909564451906583,3.5732390938081156,1.7708287423264606,2.3289304848686236,1.2962425159300657
,,,,2.3238111478391654,-0.09197229655281003,3.765150468428447,1.7570921582687684,2.35419924095353,1.3522272941917204
,,,,2.1767349633593924,-0.09155327608420638,3.931610904151437,1.7203458850003797,2.4177446059312886,1.424590307291394
,,,,1.9592815584355008,-0.08433883671173081,4.053254368015111,1.6936196664159833,2.4750046638799987,1.477186485241735
,,,,1.837747404259288,-0.077397671557911,4.213411278427806,1.640404066903359,2.583421655560802,1.5296369169421276
,,,,1.6970111816522953,-0.06710434265526288,4.360851828532452,1.5740348683328387,2.6407545866344857,1.5690430592720856
,,,,1.5434310707685488,-0.046882050474841286,4.533907282065632,1.5009977788271516,2.730097037853216,1.6017630923856334
,,,,1.3961727034763398,-0.013487940955279498,4.662145763739499,1.4379807440054573,2.787539278614362,1.6213841812850163
,,,,1.2617946610233717,0.003382187476315579,4.809732060094094,1.3452314741941693,2.8449815193755055,1.6410052701843987
,,,,1.1401329788784533,0.03340591496580769,4.957263701604958,1.2623747310981699,,
,,,,1.0120584617357795,0.06674536964163957,5.072858696095748,1.1730140615981957,,
,,,,0.9351955331689319,0.09004655135223416,5.175664457153516,1.083689828660709,,
,,,,0.8774982364703754,0.11659058712419323,5.25274600509529,1.0208185400889644,,
,,,,0.8771520891267466,0.17924325632101468,5.317147629291497,0.9381986346491309,,
,,,,0.9727616290932835,0.23502763348899025,5.439210113623776,0.8356297112475302,,
,,,,1.0877007654593052,0.26437728457246834,5.484409669389205,0.756361969556524,,
,,,,1.1131881409191346,0.2807919559729726,5.542453113431391,0.6671652645877422,,
,,,,,,5.587652669196821,0.5878975228967365,,
,,,,,,5.626421171683253,0.5152430172971658,,
,,,,,,5.645878296051443,0.4657257288769965,,
